,code,voivodeship,year,age,rate
530,600000,LUBELSKIE,2013,30-39,
531,800000,LUBUSKIE,2013,30-39,
532,1000000,ŁÓDZKIE,2013,30-39,
533,1200000,MAŁOPOLSKIE,2013,30-39,
534,1400000,MAZOWIECKIE,2013,30-39,
535,1600000,OPOLSKIE,2013,30-39,
536,1800000,PODKARPACKIE,2013,30-39,
537,2000000,PODLASKIE,2013,30-39,
538,2200000,POMORSKIE,2013,30-39,
539,2400000,ŚLĄSKIE,2013,30-39,
540,2600000,ŚWIĘTOKRZYSKIE,2013,30-39,
541,2800000,WARMIŃSKO-MAZURSKIE,2013,30-39,
542,3000000,WIELKOPOLSKIE,2013,30-39,
543,3200000,ZACHODNIOPOMORSKIE,2013,30-39,
544,200000,DOLNOŚLĄSKIE,2014,30-39,
545,400000,KUJAWSKO-POMORSKIE,2014,30-39,
546,600000,LUBELSKIE,2014,30-39,
547,800000,LUBUSKIE,2014,30-39,
548,1000000,ŁÓDZKIE,2014,30-39,
549,1200000,MAŁOPOLSKIE,2014,30-39,
550,1400000,MAZOWIECKIE,2014,30-39,
551,1600000,OPOLSKIE,2014,30-39,
552,1800000,PODKARPACKIE,2014,30-39,
553,2000000,PODLASKIE,2014,30-39,
554,2200000,POMORSKIE,2014,30-39,
555,2400000,ŚLĄSKIE,2014,30-39,
556,2600000,ŚWIĘTOKRZYSKIE,2014,30-39,
557,2800000,WARMIŃSKO-MAZURSKIE,2014,30-39,
558,3000000,WIELKOPOLSKIE,2014,30-39,
559,3200000,ZACHODNIOPOMORSKIE,2014,30-39,
560,200000,DOLNOŚLĄSKIE,2015,30-39,
561,400000,KUJAWSKO-POMORSKIE,2015,30-39,
562,600000,LUBELSKIE,2015,30-39,
563,800000,LUBUSKIE,2015,30-39,
564,1000000,ŁÓDZKIE,2015,30-39,
565,1200000,MAŁOPOLSKIE,2015,30-39,
566,1400000,MAZOWIECKIE,2015,30-39,
567,1600000,OPOLSKIE,2015,30-39,
568,1800000,PODKARPACKIE,2015,30-39,
569,2000000,PODLASKIE,2015,30-39,
570,2200000,POMORSKIE,2015,30-39,
571,2400000,ŚLĄSKIE,2015,30-39,
572,2600000,ŚWIĘTOKRZYSKIE,2015,30-39,
573,2800000,WARMIŃSKO-MAZURSKIE,2015,30-39,
574,3000000,WIELKOPOLSKIE,2015,30-39,
575,3200000,ZACHODNIOPOMORSKIE,2015,30-39,
576,200000,DOLNOŚLĄSKIE,2016,30-39,
577,400000,KUJAWSKO-POMORSKIE,2016,30-39,
578,600000,LUBELSKIE,2016,30-39,
579,800000,LUBUSKIE,2016,30-39,
580,1000000,ŁÓDZKIE,2016,30-39,
581,1200000,MAŁOPOLSKIE,2016,30-39,
582,1400000,MAZOWIECKIE,2016,30-39,
583,1600000,OPOLSKIE,2016,30-39,
584,1800000,PODKARPACKIE,2016,30-39,
585,2000000,PODLASKIE,2016,30-39,
586,2200000,POMORSKIE,2016,30-39,
587,2400000,ŚLĄSKIE,2016,30-39,
588,2600000,ŚWIĘTOKRZYSKIE,2016,30-39,
589,2800000,WARMIŃSKO-MAZURSKIE,2016,30-39,
590,3000000,WIELKOPOLSKIE,2016,30-39,
591,3200000,ZACHODNIOPOMORSKIE,2016,30-39,
592,200000,DOLNOŚLĄSKIE,2017,30-39,
593,400000,KUJAWSKO-POMORSKIE,2017,30-39,
594,600000,LUBELSKIE,2017,30-39,
595,800000,LUBUSKIE,2017,30-39,
596,1000000,ŁÓDZKIE,2017,30-39,
597,1200000,MAŁOPOLSKIE,2017,30-39,
598,1400000,MAZOWIECKIE,2017,30-39,
599,1600000,OPOLSKIE,2017,30-39,
600,1800000,PODKARPACKIE,2017,30-39,
601,2000000,PODLASKIE,2017,30-39,
602,2200000,POMORSKIE,2017,30-39,
603,2400000,ŚLĄSKIE,2017,30-39,
604,2600000,ŚWIĘTOKRZYSKIE,2017,30-39,
605,2800000,WARMIŃSKO-MAZURSKIE,2017,30-39,
606,3000000,WIELKOPOLSKIE,2017,30-39,
607,3200000,ZACHODNIOPOMORSKIE,2017,30-39,
608,200000,DOLNOŚLĄSKIE,2018,30-39,
609,400000,KUJAWSKO-POMORSKIE,2018,30-39,
610,600000,LUBELSKIE,2018,30-39,
611,800000,LUBUSKIE,2018,30-39,
612,1000000,ŁÓDZKIE,2018,30-39,
613,1200000,MAŁOPOLSKIE,2018,30-39,
614,1400000,MAZOWIECKIE,2018,30-39,
615,1600000,OPOLSKIE,2018,30-39,
616,1800000,PODKARPACKIE,2018,30-39,
617,2000000,PODLASKIE,2018,30-39,
618,2200000,POMORSKIE,2018,30-39,
619,2400000,ŚLĄSKIE,2018,30-39,
620,2600000,ŚWIĘTOKRZYSKIE,2018,30-39,
621,2800000,WARMIŃSKO-MAZURSKIE,2018,30-39,
622,3000000,WIELKOPOLSKIE,2018,30-39,
623,3200000,ZACHODNIOPOMORSKIE,2018,30-39,
624,200000,DOLNOŚLĄSKIE,2019,30-39,87.3
625,400000,KUJAWSKO-POMORSKIE,2019,30-39,81.8
626,600000,LUBELSKIE,2019,30-39,78.9
627,800000,LUBUSKIE,2019,30-39,83.4
628,1000000,ŁÓDZKIE,2019,30-39,83.9
629,1200000,MAŁOPOLSKIE,2019,30-39,83.2
630,1400000,MAZOWIECKIE,2019,30-39,85.4
631,1600000,OPOLSKIE,2019,30-39,83.2
632,1800000,PODKARPACKIE,2019,30-39,77.3
633,2000000,PODLASKIE,2019,30-39,84.8
634,2200000,POMORSKIE,2019,30-39,85.1
635,2400000,ŚLĄSKIE,2019,30-39,85.3
636,2600000,ŚWIĘTOKRZYSKIE,2019,30-39,78.0
637,2800000,WARMIŃSKO-MAZURSKIE,2019,30-39,75.5
638,3000000,WIELKOPOLSKIE,2019,30-39,84.9
639,3200000,ZACHODNIOPOMORSKIE,2019,30-39,82.1
640,200000,DOLNOŚLĄSKIE,2020,30-39,88.8
641,400000,KUJAWSKO-POMORSKIE,2020,30-39,84.7
642,600000,LUBELSKIE,2020,30-39,81.1
643,800000,LUBUSKIE,2020,30-39,84.6
644,1000000,ŁÓDZKIE,2020,30-39,84.1
645,1200000,MAŁOPOLSKIE,2020,30-39,82.9
646,1400000,MAZOWIECKIE,2020,30-39,85.9
647,1600000,OPOLSKIE,2020,30-39,83.8
648,1800000,PODKARPACKIE,2020,30-39,79.9
649,2000000,PODLASKIE,2020,30-39,84.0
650,2200000,POMORSKIE,2020,30-39,85.4
651,2400000,ŚLĄSKIE,2020,30-39,85.5
652,2600000,ŚWIĘTOKRZYSKIE,2020,30-39,79.0
653,2800000,WARMIŃSKO-MAZURSKIE,2020,30-39,77.3
654,3000000,WIELKOPOLSKIE,2020,30-39,86.1
655,3200000,ZACHODNIOPOMORSKIE,2020,30-39,81.6
656,200000,DOLNOŚLĄSKIE,2021,30-39,88.1
657,400000,KUJAWSKO-POMORSKIE,2021,30-39,85.3
658,600000,LUBELSKIE,2021,30-39,83.0
659,800000,LUBUSKIE,2021,30-39,84.5
660,1000000,ŁÓDZKIE,2021,30-39,85.0
661,1200000,MAŁOPOLSKIE,2021,30-39,84.9
662,1400000,MAZOWIECKIE,2021,30-39,88.4
663,1600000,OPOLSKIE,2021,30-39,87.6
664,1800000,PODKARPACKIE,2021,30-39,80.5
665,2000000,PODLASKIE,2021,30-39,86.3
666,2200000,POMORSKIE,2021,30-39,87.1
667,2400000,ŚLĄSKIE,2021,30-39,86.9
668,2600000,ŚWIĘTOKRZYSKIE,2021,30-39,81.4
669,2800000,WARMIŃSKO-MAZURSKIE,2021,30-39,83.7
670,3000000,WIELKOPOLSKIE,2021,30-39,89.0
671,3200000,ZACHODNIOPOMORSKIE,2021,30-39,84.2
672,200000,DOLNOŚLĄSKIE,2022,30-39,88.1
673,400000,KUJAWSKO-POMORSKIE,2022,30-39,88.0
674,600000,LUBELSKIE,2022,30-39,82.7
675,800000,LUBUSKIE,2022,30-39,84.5
676,1000000,ŁÓDZKIE,2022,30-39,89.1
677,1200000,MAŁOPOLSKIE,2022,30-39,85.0
678,1400000,MAZOWIECKIE,2022,30-39,89.1
679,1600000,OPOLSKIE,2022,30-39,87.8
680,1800000,PODKARPACKIE,2022,30-39,79.7
681,2000000,PODLASKIE,2022,30-39,87.9
682,2200000,POMORSKIE,2022,30-39,89.7
683,2400000,ŚLĄSKIE,2022,30-39,87.1
684,2600000,ŚWIĘTOKRZYSKIE,2022,30-39,83.3
685,2800000,WARMIŃSKO-MAZURSKIE,2022,30-39,83.9
686,3000000,WIELKOPOLSKIE,2022,30-39,87.4
687,3200000,ZACHODNIOPOMORSKIE,2022,30-39,86.2
688,200000,DOLNOŚLĄSKIE,2023,30-39,87.6
689,400000,KUJAWSKO-POMORSKIE,2023,30-39,88.7
690,600000,LUBELSKIE,2023,30-39,85.9
691,800000,LUBUSKIE,2023,30-39,88.2
692,1000000,ŁÓDZKIE,2023,30-39,87.2
693,1200000,MAŁOPOLSKIE,2023,30-39,86.8
694,1400000,MAZOWIECKIE,2023,30-39,90.2
695,1600000,OPOLSKIE,2023,30-39,86.6
696,1800000,PODKARPACKIE,2023,30-39,81.6
697,2000000,PODLASKIE,2023,30-39,86.4
698,2200000,POMORSKIE,2023,30-39,91.9
699,2400000,ŚLĄSKIE,2023,30-39,86.9
700,2600000,ŚWIĘTOKRZYSKIE,2023,30-39,82.6
701,2800000,WARMIŃSKO-MAZURSKIE,2023,30-39,81.3
702,3000000,WIELKOPOLSKIE,2023,30-39,86.3
703,3200000,ZACHODNIOPOMORSKIE,2023,30-39,87.0
704,200000,DOLNOŚLĄSKIE,2024,30-39,88.3
705,400000,KUJAWSKO-POMORSKIE,2024,30-39,85.3
706,600000,LUBELSKIE,2024,30-39,87.8
707,800000,LUBUSKIE,2024,30-39,86.5
708,1000000,ŁÓDZKIE,2024,30-39,86.0
709,1200000,MAŁOPOLSKIE,2024,30-39,88.6
710,1400000,MAZOWIECKIE,2024,30-39,90.2
711,1600000,OPOLSKIE,2024,30-39,88.8
712,1800000,PODKARPACKIE,2024,30-39,80.5
713,2000000,PODLASKIE,2024,30-39,83.7
714,2200000,POMORSKIE,2024,30-39,91.1
715,2400000,ŚLĄSKIE,2024,30-39,88.5
716,2600000,ŚWIĘTOKRZYSKIE,2024,30-39,82.7
717,2800000,WARMIŃSKO-MAZURSKIE,2024,30-39,84.1
718,3000000,WIELKOPOLSKIE,2024,30-39,87.2
719,3200000,ZACHODNIOPOMORSKIE,2024,30-39,86.1
720,200000,DOLNOŚLĄSKIE,2010,40-49,
721,400000,KUJAWSKO-POMORSKIE,2010,40-49,
722,600000,LUBELSKIE,2010,40-49,
723,800000,LUBUSKIE,2010,40-49,
724,1000000,ŁÓDZKIE,2010,40-49,
725,1200000,MAŁOPOLSKIE,2010,40-49,
726,1400000,MAZOWIECKIE,2010,40-49,
727,1600000,OPOLSKIE,2010,40-49,
728,1800000,PODKARPACKIE,2010,40-49,
729,2000000,PODLASKIE,2010,40-49,
730,2200000,POMORSKIE,2010,40-49,
731,2400000,ŚLĄSKIE,2010,40-49,
732,2600000,ŚWIĘTOKRZYSKIE,2010,40-49,
733,2800000,WARMIŃSKO-MAZURSKIE,2010,40-49,
734,3000000,WIELKOPOLSKIE,2010,40-49,
735,3200000,ZACHODNIOPOMORSKIE,2010,40-49,
736,200000,DOLNOŚLĄSKIE,2011,40-49,
737,400000,KUJAWSKO-POMORSKIE,2011,40-49,
738,600000,LUBELSKIE,2011,40-49,
739,800000,LUBUSKIE,2011,40-49,
740,1000000,ŁÓDZKIE,2011,40-49,
741,1200000,MAŁOPOLSKIE,2011,40-49,
742,1400000,MAZOWIECKIE,2011,40-49,
743,1600000,OPOLSKIE,2011,40-49,
744,1800000,PODKARPACKIE,2011,40-49,
745,2000000,PODLASKIE,2011,40-49,
746,2200000,POMORSKIE,2011,40-49,
747,2400000,ŚLĄSKIE,2011,40-49,
748,2600000,ŚWIĘTOKRZYSKIE,2011,40-49,
749,2800000,WARMIŃSKO-MAZURSKIE,2011,40-49,
750,3000000,WIELKOPOLSKIE,2011,40-49,
751,3200000,ZACHODNIOPOMORSKIE,2011,40-49,
752,200000,DOLNOŚLĄSKIE,2012,40-49,
753,400000,KUJAWSKO-POMORSKIE,2012,40-49,
754,600000,LUBELSKIE,2012,40-49,
755,800000,LUBUSKIE,2012,40-49,
756,1000000,ŁÓDZKIE,2012,40-49,
757,1200000,MAŁOPOLSKIE,2012,40-49,
758,1400000,MAZOWIECKIE,2012,40-49,
759,1600000,OPOLSKIE,2012,40-49,
760,1800000,PODKARPACKIE,2012,40-49,
761,2000000,PODLASKIE,2012,40-49,
762,2200000,POMORSKIE,2012,40-49,
763,2400000,ŚLĄSKIE,2012,40-49,
764,2600000,ŚWIĘTOKRZYSKIE,2012,40-49,
765,2800000,WARMIŃSKO-MAZURSKIE,2012,40-49,
766,3000000,WIELKOPOLSKIE,2012,40-49,
767,3200000,ZACHODNIOPOMORSKIE,2012,40-49,
768,200000,DOLNOŚLĄSKIE,2013,40-49,
769,400000,KUJAWSKO-POMORSKIE,2013,40-49,
770,600000,LUBELSKIE,2013,40-49,
771,800000,LUBUSKIE,2013,40-49,
772,1000000,ŁÓDZKIE,2013,40-49,
773,1200000,MAŁOPOLSKIE,2013,40-49,
774,1400000,MAZOWIECKIE,2013,40-49,
775,1600000,OPOLSKIE,2013,40-49,
776,1800000,PODKARPACKIE,2013,40-49,
777,2000000,PODLASKIE,2013,40-49,
778,2200000,POMORSKIE,2013,40-49,
779,2400000,ŚLĄSKIE,2013,40-49,
780,2600000,ŚWIĘTOKRZYSKIE,2013,40-49,
781,2800000,WARMIŃSKO-MAZURSKIE,2013,40-49,
782,3000000,WIELKOPOLSKIE,2013,40-49,
783,3200000,ZACHODNIOPOMORSKIE,2013,40-49,
784,200000,DOLNOŚLĄSKIE,2014,40-49,
785,400000,KUJAWSKO-POMORSKIE,2014,40-49,
786,600000,LUBELSKIE,2014,40-49,
787,800000,LUBUSKIE,2014,40-49,
788,1000000,ŁÓDZKIE,2014,40-49,
789,1200000,MAŁOPOLSKIE,2014,40-49,
790,1400000,MAZOWIECKIE,2014,40-49,
791,1600000,OPOLSKIE,2014,40-49,
792,1800000,PODKARPACKIE,2014,40-49,
793,2000000,PODLASKIE,2014,40-49,
794,2200000,POMORSKIE,2014,40-49,
795,2400000,ŚLĄSKIE,2014,40-49,
796,2600000,ŚWIĘTOKRZYSKIE,2014,40-49,
797,2800000,WARMIŃSKO-MAZURSKIE,2014,40-49,
798,3000000,WIELKOPOLSKIE,2014,40-49,
799,3200000,ZACHODNIOPOMORSKIE,2014,40-49,
800,200000,DOLNOŚLĄSKIE,2015,40-49,
801,400000,KUJAWSKO-POMORSKIE,2015,40-49,
802,600000,LUBELSKIE,2015,40-49,
803,800000,LUBUSKIE,2015,40-49,
804,1000000,ŁÓDZKIE,2015,40-49,
805,1200000,MAŁOPOLSKIE,2015,40-49,
806,1400000,MAZOWIECKIE,2015,40-49,
807,1600000,OPOLSKIE,2015,40-49,
808,1800000,PODKARPACKIE,2015,40-49,
809,2000000,PODLASKIE,2015,40-49,
810,2200000,POMORSKIE,2015,40-49,
811,2400000,ŚLĄSKIE,2015,40-49,
812,2600000,ŚWIĘTOKRZYSKIE,2015,40-49,
813,2800000,WARMIŃSKO-MAZURSKIE,2015,40-49,
814,3000000,WIELKOPOLSKIE,2015,40-49,
815,3200000,ZACHODNIOPOMORSKIE,2015,40-49,
816,200000,DOLNOŚLĄSKIE,2016,40-49,
817,400000,KUJAWSKO-POMORSKIE,2016,40-49,
818,600000,LUBELSKIE,2016,40-49,
819,800000,LUBUSKIE,2016,40-49,
820,1000000,ŁÓDZKIE,2016,40-49,
821,1200000,MAŁOPOLSKIE,2016,40-49,
822,1400000,MAZOWIECKIE,2016,40-49,
823,1600000,OPOLSKIE,2016,40-49,
824,1800000,PODKARPACKIE,2016,40-49,
825,2000000,PODLASKIE,2016,40-49,
826,2200000,POMORSKIE,2016,40-49,
827,2400000,ŚLĄSKIE,2016,40-49,
828,2600000,ŚWIĘTOKRZYSKIE,2016,40-49,
829,2800000,WARMIŃSKO-MAZURSKIE,2016,40-49,
830,3000000,WIELKOPOLSKIE,2016,40-49,
831,3200000,ZACHODNIOPOMORSKIE,2016,40-49,
832,200000,DOLNOŚLĄSKIE,2017,40-49,
833,400000,KUJAWSKO-POMORSKIE,2017,40-49,
834,600000,LUBELSKIE,2017,40-49,
835,800000,LUBUSKIE,2017,40-49,
836,1000000,ŁÓDZKIE,2017,40-49,
837,1200000,MAŁOPOLSKIE,2017,40-49,
838,1400000,MAZOWIECKIE,2017,40-49,
839,1600000,OPOLSKIE,2017,40-49,
840,1800000,PODKARPACKIE,2017,40-49,
841,2000000,PODLASKIE,2017,40-49,
842,2200000,POMORSKIE,2017,40-49,
843,2400000,ŚLĄSKIE,2017,40-49,
844,2600000,ŚWIĘTOKRZYSKIE,2017,40-49,
845,2800000,WARMIŃSKO-MAZURSKIE,2017,40-49,
846,3000000,WIELKOPOLSKIE,2017,40-49,
847,3200000,ZACHODNIOPOMORSKIE,2017,40-49,
848,200000,DOLNOŚLĄSKIE,2018,40-49,
849,400000,KUJAWSKO-POMORSKIE,2018,40-49,
850,600000,LUBELSKIE,2018,40-49,
851,800000,LUBUSKIE,2018,40-49,
852,1000000,ŁÓDZKIE,2018,40-49,
853,1200000,MAŁOPOLSKIE,2018,40-49,
854,1400000,MAZOWIECKIE,2018,40-49,
855,1600000,OPOLSKIE,2018,40-49,
856,1800000,PODKARPACKIE,2018,40-49,
857,2000000,PODLASKIE,2018,40-49,
858,2200000,POMORSKIE,2018,40-49,
859,2400000,ŚLĄSKIE,2018,40-49,
860,2600000,ŚWIĘTOKRZYSKIE,2018,40-49,
861,2800000,WARMIŃSKO-MAZURSKIE,2018,40-49,
862,3000000,WIELKOPOLSKIE,2018,40-49,
863,3200000,ZACHODNIOPOMORSKIE,2018,40-49,
864,200000,DOLNOŚLĄSKIE,2019,40-49,85.7
865,400000,KUJAWSKO-POMORSKIE,2019,40-49,84.6
866,600000,LUBELSKIE,2019,40-49,82.3
867,800000,LUBUSKIE,2019,40-49,84.7
868,1000000,ŁÓDZKIE,2019,40-49,86.4
869,1200000,MAŁOPOLSKIE,2019,40-49,79.6
870,1400000,MAZOWIECKIE,2019,40-49,88.3
871,1600000,OPOLSKIE,2019,40-49,85.5
872,1800000,PODKARPACKIE,2019,40-49,76.3
873,2000000,PODLASKIE,2019,40-49,84.7
874,2200000,POMORSKIE,2019,40-49,85.9
875,2400000,ŚLĄSKIE,2019,40-49,84.5
876,2600000,ŚWIĘTOKRZYSKIE,2019,40-49,82.2
877,2800000,WARMIŃSKO-MAZURSKIE,2019,40-49,79.9
878,3000000,WIELKOPOLSKIE,2019,40-49,86.9
879,3200000,ZACHODNIOPOMORSKIE,2019,40-49,83.5
880,200000,DOLNOŚLĄSKIE,2020,40-49,86.2
881,400000,KUJAWSKO-POMORSKIE,2020,40-49,84.7
882,600000,LUBELSKIE,2020,40-49,81.7
883,800000,LUBUSKIE,2020,40-49,84.1
884,1000000,ŁÓDZKIE,2020,40-49,87.9
885,1200000,MAŁOPOLSKIE,2020,40-49,80.3
886,1400000,MAZOWIECKIE,2020,40-49,87.0
887,1600000,OPOLSKIE,2020,40-49,86.4
888,1800000,PODKARPACKIE,2020,40-49,77.5
889,2000000,PODLASKIE,2020,40-49,84.8
890,2200000,POMORSKIE,2020,40-49,85.8
891,2400000,ŚLĄSKIE,2020,40-49,84.3
892,2600000,ŚWIĘTOKRZYSKIE,2020,40-49,84.1
893,2800000,WARMIŃSKO-MAZURSKIE,2020,40-49,80.5
894,3000000,WIELKOPOLSKIE,2020,40-49,87.6
895,3200000,ZACHODNIOPOMORSKIE,2020,40-49,84.5
896,200000,DOLNOŚLĄSKIE,2021,40-49,87.6
897,400000,KUJAWSKO-POMORSKIE,2021,40-49,87.4
898,600000,LUBELSKIE,2021,40-49,85.2
899,800000,LUBUSKIE,2021,40-49,86.9
900,1000000,ŁÓDZKIE,2021,40-49,87.6
901,1200000,MAŁOPOLSKIE,2021,40-49,84.4
902,1400000,MAZOWIECKIE,2021,40-49,89.7
903,1600000,OPOLSKIE,2021,40-49,87.9
904,1800000,PODKARPACKIE,2021,40-49,81.4
905,2000000,PODLASKIE,2021,40-49,88.6
906,2200000,POMORSKIE,2021,40-49,87.2
907,2400000,ŚLĄSKIE,2021,40-49,86.6
908,2600000,ŚWIĘTOKRZYSKIE,2021,40-49,88.3
909,2800000,WARMIŃSKO-MAZURSKIE,2021,40-49,83.9
910,3000000,WIELKOPOLSKIE,2021,40-49,88.1
911,3200000,ZACHODNIOPOMORSKIE,2021,40-49,85.3
912,200000,DOLNOŚLĄSKIE,2022,40-49,87.7
913,400000,KUJAWSKO-POMORSKIE,2022,40-49,88.0
914,600000,LUBELSKIE,2022,40-49,87.2
915,800000,LUBUSKIE,2022,40-49,87.1
916,1000000,ŁÓDZKIE,2022,40-49,86.6
917,1200000,MAŁOPOLSKIE,2022,40-49,84.2
918,1400000,MAZOWIECKIE,2022,40-49,90.9
919,1600000,OPOLSKIE,2022,40-49,87.9
920,1800000,PODKARPACKIE,2022,40-49,80.7
921,2000000,PODLASKIE,2022,40-49,89.6
922,2200000,POMORSKIE,2022,40-49,88.8
923,2400000,ŚLĄSKIE,2022,40-49,89.6
924,2600000,ŚWIĘTOKRZYSKIE,2022,40-49,88.4
925,2800000,WARMIŃSKO-MAZURSKIE,2022,40-49,83.8
926,3000000,WIELKOPOLSKIE,2022,40-49,91.4
927,3200000,ZACHODNIOPOMORSKIE,2022,40-49,87.1
928,200000,DOLNOŚLĄSKIE,2023,40-49,89.5
929,400000,KUJAWSKO-POMORSKIE,2023,40-49,88.6
930,600000,LUBELSKIE,2023,40-49,85.5
931,800000,LUBUSKIE,2023,40-49,86.6
932,1000000,ŁÓDZKIE,2023,40-49,88.2
933,1200000,MAŁOPOLSKIE,2023,40-49,85.5
934,1400000,MAZOWIECKIE,2023,40-49,91.9
935,1600000,OPOLSKIE,2023,40-49,85.4
936,1800000,PODKARPACKIE,2023,40-49,83.5
937,2000000,PODLASKIE,2023,40-49,89.2
938,2200000,POMORSKIE,2023,40-49,87.3
939,2400000,ŚLĄSKIE,2023,40-49,88.0
940,2600000,ŚWIĘTOKRZYSKIE,2023,40-49,86.7
941,2800000,WARMIŃSKO-MAZURSKIE,2023,40-49,87.0
942,3000000,WIELKOPOLSKIE,2023,40-49,90.3
943,3200000,ZACHODNIOPOMORSKIE,2023,40-49,88.2
944,200000,DOLNOŚLĄSKIE,2024,40-49,90.5
945,400000,KUJAWSKO-POMORSKIE,2024,40-49,87.5
946,600000,LUBELSKIE,2024,40-49,85.9
947,800000,LUBUSKIE,2024,40-49,86.5
948,1000000,ŁÓDZKIE,2024,40-49,86.0
949,1200000,MAŁOPOLSKIE,2024,40-49,85.5
950,1400000,MAZOWIECKIE,2024,40-49,91.4
951,1600000,OPOLSKIE,2024,40-49,88.1
952,1800000,PODKARPACKIE,2024,40-49,85.1
953,2000000,PODLASKIE,2024,40-49,87.6
954,2200000,POMORSKIE,2024,40-49,87.0
955,2400000,ŚLĄSKIE,2024,40-49,87.8
956,2600000,ŚWIĘTOKRZYSKIE,2024,40-49,87.8
957,2800000,WARMIŃSKO-MAZURSKIE,2024,40-49,87.1
958,3000000,WIELKOPOLSKIE,2024,40-49,88.5
959,3200000,ZACHODNIOPOMORSKIE,2024,40-49,88.3
960,200000,DOLNOŚLĄSKIE,2010,50-89,28.6
961,400000,KUJAWSKO-POMORSKIE,2010,50-89,27.5
962,600000,LUBELSKIE,2010,50-89,29.2
963,800000,LUBUSKIE,2010,50-89,29.6
964,1000000,ŁÓDZKIE,2010,50-89,27.9
965,1200000,MAŁOPOLSKIE,2010,50-89,24.1
966,1400000,MAZOWIECKIE,2010,50-89,32.3
967,1600000,OPOLSKIE,2010,50-89,27.4
968,1800000,PODKARPACKIE,2010,50-89,22.8
969,2000000,PODLASKIE,2010,50-89,28.0
970,2200000,POMORSKIE,2010,50-89,31.2
971,2400000,ŚLĄSKIE,2010,50-89,25.2
972,2600000,ŚWIĘTOKRZYSKIE,2010,50-89,28.1
973,2800000,WARMIŃSKO-MAZURSKIE,2010,50-89,28.8
974,3000000,WIELKOPOLSKIE,2010,50-89,30.6
975,3200000,ZACHODNIOPOMORSKIE,2010,50-89,28.5
976,200000,DOLNOŚLĄSKIE,2011,50-89,29.0
977,400000,KUJAWSKO-POMORSKIE,2011,50-89,28.4
978,600000,LUBELSKIE,2011,50-89,30.0
979,800000,LUBUSKIE,2011,50-89,29.0
980,1000000,ŁÓDZKIE,2011,50-89,29.3
981,1200000,MAŁOPOLSKIE,2011,50-89,25.1
982,1400000,MAZOWIECKIE,2011,50-89,33.8
983,1600000,OPOLSKIE,2011,50-89,28.9
984,1800000,PODKARPACKIE,2011,50-89,23.4
985,2000000,PODLASKIE,2011,50-89,30.6
986,2200000,POMORSKIE,2011,50-89,30.4
987,2400000,ŚLĄSKIE,2011,50-89,26.8
988,2600000,ŚWIĘTOKRZYSKIE,2011,50-89,29.3
989,2800000,WARMIŃSKO-MAZURSKIE,2011,50-89,28.3
990,3000000,WIELKOPOLSKIE,2011,50-89,32.1
991,3200000,ZACHODNIOPOMORSKIE,2011,50-89,28.3
992,200000,DOLNOŚLĄSKIE,2012,50-89,30.2
993,400000,KUJAWSKO-POMORSKIE,2012,50-89,30.3
994,600000,LUBELSKIE,2012,50-89,30.3
995,800000,LUBUSKIE,2012,50-89,29.2
996,1000000,ŁÓDZKIE,2012,50-89,29.6
997,1200000,MAŁOPOLSKIE,2012,50-89,25.9
998,1400000,MAZOWIECKIE,2012,50-89,35.1
999,1600000,OPOLSKIE,2012,50-89,30.0
1000,1800000,PODKARPACKIE,2012,50-89,23.9
1001,2000000,PODLASKIE,2012,50-89,31.2
1002,2200000,POMORSKIE,2012,50-89,29.9
1003,2400000,ŚLĄSKIE,2012,50-89,26.9
1004,2600000,ŚWIĘTOKRZYSKIE,2012,50-89,29.5
1005,2800000,WARMIŃSKO-MAZURSKIE,2012,50-89,28.4
1006,3000000,WIELKOPOLSKIE,2012,50-89,31.9
1007,3200000,ZACHODNIOPOMORSKIE,2012,50-89,29.2
1008,200000,DOLNOŚLĄSKIE,2013,50-89,29.5
1009,400000,KUJAWSKO-POMORSKIE,2013,50-89,30.3
1010,600000,LUBELSKIE,2013,50-89,30.7
1011,800000,LUBUSKIE,2013,50-89,30.8
1012,1000000,ŁÓDZKIE,2013,50-89,30.9
1013,1200000,MAŁOPOLSKIE,2013,50-89,26.3
1014,1400000,MAZOWIECKIE,2013,50-89,35.0
1015,1600000,OPOLSKIE,2013,50-89,29.8
1016,1800000,PODKARPACKIE,2013,50-89,24.2
1017,2000000,PODLASKIE,2013,50-89,31.3
1018,2200000,POMORSKIE,2013,50-89,31.3
1019,2400000,ŚLĄSKIE,2013,50-89,27.4
1020,2600000,ŚWIĘTOKRZYSKIE,2013,50-89,28.0
1021,2800000,WARMIŃSKO-MAZURSKIE,2013,50-89,28.5
1022,3000000,WIELKOPOLSKIE,2013,50-89,31.2
1023,3200000,ZACHODNIOPOMORSKIE,2013,50-89,30.6
1024,200000,DOLNOŚLĄSKIE,2014,50-89,30.0
1025,400000,KUJAWSKO-POMORSKIE,2014,50-89,30.8
1026,600000,LUBELSKIE,2014,50-89,31.8
1027,800000,LUBUSKIE,2014,50-89,31.5
1028,1000000,ŁÓDZKIE,2014,50-89,32.4
1029,1200000,MAŁOPOLSKIE,2014,50-89,27.4
1030,1400000,MAZOWIECKIE,2014,50-89,35.9
1031,1600000,OPOLSKIE,2014,50-89,31.0
1032,1800000,PODKARPACKIE,2014,50-89,24.3
1033,2000000,PODLASKIE,2014,50-89,32.5
