,code,voivodeship,year,age,rate
497,400000,KUJAWSKO-POMORSKIE,2011,15-64,
498,600000,LUBELSKIE,2011,15-64,
499,800000,LUBUSKIE,2011,15-64,
500,1000000,ŁÓDZKIE,2011,15-64,
501,1200000,MAŁOPOLSKIE,2011,15-64,
502,1400000,MAZOWIECKIE,2011,15-64,
503,1600000,OPOLSKIE,2011,15-64,
504,1800000,PODKARPACKIE,2011,15-64,
505,2000000,PODLASKIE,2011,15-64,
506,2200000,POMORSKIE,2011,15-64,
507,2400000,ŚLĄSKIE,2011,15-64,
508,2600000,ŚWIĘTOKRZYSKIE,2011,15-64,
509,2800000,WARMIŃSKO-MAZURSKIE,2011,15-64,
510,3000000,WIELKOPOLSKIE,2011,15-64,
511,3200000,ZACHODNIOPOMORSKIE,2011,15-64,
512,200000,DOLNOŚLĄSKIE,2012,15-64,
513,400000,KUJAWSKO-POMORSKIE,2012,15-64,
514,600000,LUBELSKIE,2012,15-64,
515,800000,LUBUSKIE,2012,15-64,
516,1000000,ŁÓDZKIE,2012,15-64,
517,1200000,MAŁOPOLSKIE,2012,15-64,
518,1400000,MAZOWIECKIE,2012,15-64,
519,1600000,OPOLSKIE,2012,15-64,
520,1800000,PODKARPACKIE,2012,15-64,
521,2000000,PODLASKIE,2012,15-64,
522,2200000,POMORSKIE,2012,15-64,
523,2400000,ŚLĄSKIE,2012,15-64,
524,2600000,ŚWIĘTOKRZYSKIE,2012,15-64,
525,2800000,WARMIŃSKO-MAZURSKIE,2012,15-64,
526,3000000,WIELKOPOLSKIE,2012,15-64,
527,3200000,ZACHODNIOPOMORSKIE,2012,15-64,
528,200000,DOLNOŚLĄSKIE,2013,15-64,
529,400000,KUJAWSKO-POMORSKIE,2013,15-64,
530,600000,LUBELSKIE,2013,15-64,
531,800000,LUBUSKIE,2013,15-64,
532,1000000,ŁÓDZKIE,2013,15-64,
533,1200000,MAŁOPOLSKIE,2013,15-64,
534,1400000,MAZOWIECKIE,2013,15-64,
535,1600000,OPOLSKIE,2013,15-64,
536,1800000,PODKARPACKIE,2013,15-64,
537,2000000,PODLASKIE,2013,15-64,
538,2200000,POMORSKIE,2013,15-64,
539,2400000,ŚLĄSKIE,2013,15-64,
540,2600000,ŚWIĘTOKRZYSKIE,2013,15-64,
541,2800000,WARMIŃSKO-MAZURSKIE,2013,15-64,
542,3000000,WIELKOPOLSKIE,2013,15-64,
543,3200000,ZACHODNIOPOMORSKIE,2013,15-64,
544,200000,DOLNOŚLĄSKIE,2014,15-64,
545,400000,KUJAWSKO-POMORSKIE,2014,15-64,
546,600000,LUBELSKIE,2014,15-64,
547,800000,LUBUSKIE,2014,15-64,
548,1000000,ŁÓDZKIE,2014,15-64,
549,1200000,MAŁOPOLSKIE,2014,15-64,
550,1400000,MAZOWIECKIE,2014,15-64,
551,1600000,OPOLSKIE,2014,15-64,
552,1800000,PODKARPACKIE,2014,15-64,
553,2000000,PODLASKIE,2014,15-64,
554,2200000,POMORSKIE,2014,15-64,
555,2400000,ŚLĄSKIE,2014,15-64,
556,2600000,ŚWIĘTOKRZYSKIE,2014,15-64,
557,2800000,WARMIŃSKO-MAZURSKIE,2014,15-64,
558,3000000,WIELKOPOLSKIE,2014,15-64,
559,3200000,ZACHODNIOPOMORSKIE,2014,15-64,
560,200000,DOLNOŚLĄSKIE,2015,15-64,
561,400000,KUJAWSKO-POMORSKIE,2015,15-64,
562,600000,LUBELSKIE,2015,15-64,
563,800000,LUBUSKIE,2015,15-64,
564,1000000,ŁÓDZKIE,2015,15-64,
565,1200000,MAŁOPOLSKIE,2015,15-64,
566,1400000,MAZOWIECKIE,2015,15-64,
567,1600000,OPOLSKIE,2015,15-64,
568,1800000,PODKARPACKIE,2015,15-64,
569,2000000,PODLASKIE,2015,15-64,
570,2200000,POMORSKIE,2015,15-64,
571,2400000,ŚLĄSKIE,2015,15-64,
572,2600000,ŚWIĘTOKRZYSKIE,2015,15-64,
573,2800000,WARMIŃSKO-MAZURSKIE,2015,15-64,
574,3000000,WIELKOPOLSKIE,2015,15-64,
575,3200000,ZACHODNIOPOMORSKIE,2015,15-64,
576,200000,DOLNOŚLĄSKIE,2016,15-64,
577,400000,KUJAWSKO-POMORSKIE,2016,15-64,
578,600000,LUBELSKIE,2016,15-64,
579,800000,LUBUSKIE,2016,15-64,
580,1000000,ŁÓDZKIE,2016,15-64,
581,1200000,MAŁOPOLSKIE,2016,15-64,
582,1400000,MAZOWIECKIE,2016,15-64,
583,1600000,OPOLSKIE,2016,15-64,
584,1800000,PODKARPACKIE,2016,15-64,
585,2000000,PODLASKIE,2016,15-64,
586,2200000,POMORSKIE,2016,15-64,
587,2400000,ŚLĄSKIE,2016,15-64,
588,2600000,ŚWIĘTOKRZYSKIE,2016,15-64,
589,2800000,WARMIŃSKO-MAZURSKIE,2016,15-64,
590,3000000,WIELKOPOLSKIE,2016,15-64,
591,3200000,ZACHODNIOPOMORSKIE,2016,15-64,
592,200000,DOLNOŚLĄSKIE,2017,15-64,
593,400000,KUJAWSKO-POMORSKIE,2017,15-64,
594,600000,LUBELSKIE,2017,15-64,
595,800000,LUBUSKIE,2017,15-64,
596,1000000,ŁÓDZKIE,2017,15-64,
597,1200000,MAŁOPOLSKIE,2017,15-64,
598,1400000,MAZOWIECKIE,2017,15-64,
599,1600000,OPOLSKIE,2017,15-64,
600,1800000,PODKARPACKIE,2017,15-64,
601,2000000,PODLASKIE,2017,15-64,
602,2200000,POMORSKIE,2017,15-64,
603,2400000,ŚLĄSKIE,2017,15-64,
604,2600000,ŚWIĘTOKRZYSKIE,2017,15-64,
605,2800000,WARMIŃSKO-MAZURSKIE,2017,15-64,
606,3000000,WIELKOPOLSKIE,2017,15-64,
607,3200000,ZACHODNIOPOMORSKIE,2017,15-64,
608,200000,DOLNOŚLĄSKIE,2018,15-64,
609,400000,KUJAWSKO-POMORSKIE,2018,15-64,
610,600000,LUBELSKIE,2018,15-64,
611,800000,LUBUSKIE,2018,15-64,
612,1000000,ŁÓDZKIE,2018,15-64,
613,1200000,MAŁOPOLSKIE,2018,15-64,
614,1400000,MAZOWIECKIE,2018,15-64,
615,1600000,OPOLSKIE,2018,15-64,
616,1800000,PODKARPACKIE,2018,15-64,
617,2000000,PODLASKIE,2018,15-64,
618,2200000,POMORSKIE,2018,15-64,
619,2400000,ŚLĄSKIE,2018,15-64,
620,2600000,ŚWIĘTOKRZYSKIE,2018,15-64,
621,2800000,WARMIŃSKO-MAZURSKIE,2018,15-64,
622,3000000,WIELKOPOLSKIE,2018,15-64,
623,3200000,ZACHODNIOPOMORSKIE,2018,15-64,
624,200000,DOLNOŚLĄSKIE,2019,15-64,73.1
625,400000,KUJAWSKO-POMORSKIE,2019,15-64,69.3
626,600000,LUBELSKIE,2019,15-64,67.4
627,800000,LUBUSKIE,2019,15-64,69.0
628,1000000,ŁÓDZKIE,2019,15-64,70.9
629,1200000,MAŁOPOLSKIE,2019,15-64,67.9
630,1400000,MAZOWIECKIE,2019,15-64,74.7
631,1600000,OPOLSKIE,2019,15-64,70.8
632,1800000,PODKARPACKIE,2019,15-64,64.0
633,2000000,PODLASKIE,2019,15-64,69.6
634,2200000,POMORSKIE,2019,15-64,73.2
635,2400000,ŚLĄSKIE,2019,15-64,68.0
636,2600000,ŚWIĘTOKRZYSKIE,2019,15-64,66.0
637,2800000,WARMIŃSKO-MAZURSKIE,2019,15-64,65.0
638,3000000,WIELKOPOLSKIE,2019,15-64,72.5
639,3200000,ZACHODNIOPOMORSKIE,2019,15-64,68.7
640,200000,DOLNOŚLĄSKIE,2020,15-64,73.1
641,400000,KUJAWSKO-POMORSKIE,2020,15-64,69.1
642,600000,LUBELSKIE,2020,15-64,68.2
643,800000,LUBUSKIE,2020,15-64,69.7
644,1000000,ŁÓDZKIE,2020,15-64,72.0
645,1200000,MAŁOPOLSKIE,2020,15-64,67.8
646,1400000,MAZOWIECKIE,2020,15-64,74.7
647,1600000,OPOLSKIE,2020,15-64,71.3
648,1800000,PODKARPACKIE,2020,15-64,64.4
649,2000000,PODLASKIE,2020,15-64,69.6
650,2200000,POMORSKIE,2020,15-64,72.5
651,2400000,ŚLĄSKIE,2020,15-64,67.9
652,2600000,ŚWIĘTOKRZYSKIE,2020,15-64,68.2
653,2800000,WARMIŃSKO-MAZURSKIE,2020,15-64,65.7
654,3000000,WIELKOPOLSKIE,2020,15-64,71.6
655,3200000,ZACHODNIOPOMORSKIE,2020,15-64,69.3
656,200000,DOLNOŚLĄSKIE,2021,15-64,74.7
657,400000,KUJAWSKO-POMORSKIE,2021,15-64,72.7
658,600000,LUBELSKIE,2021,15-64,71.5
659,800000,LUBUSKIE,2021,15-64,70.1
660,1000000,ŁÓDZKIE,2021,15-64,74.2
661,1200000,MAŁOPOLSKIE,2021,15-64,70.6
662,1400000,MAZOWIECKIE,2021,15-64,77.2
663,1600000,OPOLSKIE,2021,15-64,74.9
664,1800000,PODKARPACKIE,2021,15-64,66.2
665,2000000,PODLASKIE,2021,15-64,72.9
666,2200000,POMORSKIE,2021,15-64,74.0
667,2400000,ŚLĄSKIE,2021,15-64,71.0
668,2600000,ŚWIĘTOKRZYSKIE,2021,15-64,71.6
669,2800000,WARMIŃSKO-MAZURSKIE,2021,15-64,69.5
670,3000000,WIELKOPOLSKIE,2021,15-64,75.6
671,3200000,ZACHODNIOPOMORSKIE,2021,15-64,70.9
672,200000,DOLNOŚLĄSKIE,2022,15-64,75.1
673,400000,KUJAWSKO-POMORSKIE,2022,15-64,73.9
674,600000,LUBELSKIE,2022,15-64,73.0
675,800000,LUBUSKIE,2022,15-64,71.3
676,1000000,ŁÓDZKIE,2022,15-64,76.0
677,1200000,MAŁOPOLSKIE,2022,15-64,70.4
678,1400000,MAZOWIECKIE,2022,15-64,78.1
679,1600000,OPOLSKIE,2022,15-64,73.3
680,1800000,PODKARPACKIE,2022,15-64,66.6
681,2000000,PODLASKIE,2022,15-64,74.2
682,2200000,POMORSKIE,2022,15-64,75.1
683,2400000,ŚLĄSKIE,2022,15-64,71.8
684,2600000,ŚWIĘTOKRZYSKIE,2022,15-64,72.8
685,2800000,WARMIŃSKO-MAZURSKIE,2022,15-64,70.0
686,3000000,WIELKOPOLSKIE,2022,15-64,75.2
687,3200000,ZACHODNIOPOMORSKIE,2022,15-64,72.1
688,200000,DOLNOŚLĄSKIE,2023,15-64,76.7
689,400000,KUJAWSKO-POMORSKIE,2023,15-64,74.3
690,600000,LUBELSKIE,2023,15-64,73.1
691,800000,LUBUSKIE,2023,15-64,73.3
692,1000000,ŁÓDZKIE,2023,15-64,76.0
693,1200000,MAŁOPOLSKIE,2023,15-64,71.8
694,1400000,MAZOWIECKIE,2023,15-64,78.9
695,1600000,OPOLSKIE,2023,15-64,73.8
696,1800000,PODKARPACKIE,2023,15-64,68.5
697,2000000,PODLASKIE,2023,15-64,74.5
698,2200000,POMORSKIE,2023,15-64,75.5
699,2400000,ŚLĄSKIE,2023,15-64,73.1
700,2600000,ŚWIĘTOKRZYSKIE,2023,15-64,72.6
701,2800000,WARMIŃSKO-MAZURSKIE,2023,15-64,70.5
702,3000000,WIELKOPOLSKIE,2023,15-64,75.8
703,3200000,ZACHODNIOPOMORSKIE,2023,15-64,73.5
704,200000,DOLNOŚLĄSKIE,2024,15-64,77.7
705,400000,KUJAWSKO-POMORSKIE,2024,15-64,75.5
706,600000,LUBELSKIE,2024,15-64,73.3
707,800000,LUBUSKIE,2024,15-64,72.8
708,1000000,ŁÓDZKIE,2024,15-64,74.4
709,1200000,MAŁOPOLSKIE,2024,15-64,73.2
710,1400000,MAZOWIECKIE,2024,15-64,79.3
711,1600000,OPOLSKIE,2024,15-64,74.5
712,1800000,PODKARPACKIE,2024,15-64,68.4
713,2000000,PODLASKIE,2024,15-64,73.2
714,2200000,POMORSKIE,2024,15-64,75.9
715,2400000,ŚLĄSKIE,2024,15-64,72.8
716,2600000,ŚWIĘTOKRZYSKIE,2024,15-64,72.9
717,2800000,WARMIŃSKO-MAZURSKIE,2024,15-64,71.4
718,3000000,WIELKOPOLSKIE,2024,15-64,75.6
719,3200000,ZACHODNIOPOMORSKIE,2024,15-64,74.1
720,200000,DOLNOŚLĄSKIE,2010,20-24,
721,400000,KUJAWSKO-POMORSKIE,2010,20-24,
722,600000,LUBELSKIE,2010,20-24,
723,800000,LUBUSKIE,2010,20-24,
724,1000000,ŁÓDZKIE,2010,20-24,
725,1200000,MAŁOPOLSKIE,2010,20-24,
726,1400000,MAZOWIECKIE,2010,20-24,
727,1600000,OPOLSKIE,2010,20-24,
728,1800000,PODKARPACKIE,2010,20-24,
729,2000000,PODLASKIE,2010,20-24,
730,2200000,POMORSKIE,2010,20-24,
731,2400000,ŚLĄSKIE,2010,20-24,
732,2600000,ŚWIĘTOKRZYSKIE,2010,20-24,
733,2800000,WARMIŃSKO-MAZURSKIE,2010,20-24,
734,3000000,WIELKOPOLSKIE,2010,20-24,
735,3200000,ZACHODNIOPOMORSKIE,2010,20-24,
736,200000,DOLNOŚLĄSKIE,2011,20-24,
737,400000,KUJAWSKO-POMORSKIE,2011,20-24,
738,600000,LUBELSKIE,2011,20-24,
739,800000,LUBUSKIE,2011,20-24,
740,1000000,ŁÓDZKIE,2011,20-24,
741,1200000,MAŁOPOLSKIE,2011,20-24,
742,1400000,MAZOWIECKIE,2011,20-24,
743,1600000,OPOLSKIE,2011,20-24,
744,1800000,PODKARPACKIE,2011,20-24,
745,2000000,PODLASKIE,2011,20-24,
746,2200000,POMORSKIE,2011,20-24,
747,2400000,ŚLĄSKIE,2011,20-24,
748,2600000,ŚWIĘTOKRZYSKIE,2011,20-24,
749,2800000,WARMIŃSKO-MAZURSKIE,2011,20-24,
750,3000000,WIELKOPOLSKIE,2011,20-24,
751,3200000,ZACHODNIOPOMORSKIE,2011,20-24,
752,200000,DOLNOŚLĄSKIE,2012,20-24,
753,400000,KUJAWSKO-POMORSKIE,2012,20-24,
754,600000,LUBELSKIE,2012,20-24,
755,800000,LUBUSKIE,2012,20-24,
756,1000000,ŁÓDZKIE,2012,20-24,
757,1200000,MAŁOPOLSKIE,2012,20-24,
758,1400000,MAZOWIECKIE,2012,20-24,
759,1600000,OPOLSKIE,2012,20-24,
760,1800000,PODKARPACKIE,2012,20-24,
761,2000000,PODLASKIE,2012,20-24,
762,2200000,POMORSKIE,2012,20-24,
763,2400000,ŚLĄSKIE,2012,20-24,
764,2600000,ŚWIĘTOKRZYSKIE,2012,20-24,
765,2800000,WARMIŃSKO-MAZURSKIE,2012,20-24,
766,3000000,WIELKOPOLSKIE,2012,20-24,
767,3200000,ZACHODNIOPOMORSKIE,2012,20-24,
768,200000,DOLNOŚLĄSKIE,2013,20-24,
769,400000,KUJAWSKO-POMORSKIE,2013,20-24,
770,600000,LUBELSKIE,2013,20-24,
771,800000,LUBUSKIE,2013,20-24,
772,1000000,ŁÓDZKIE,2013,20-24,
773,1200000,MAŁOPOLSKIE,2013,20-24,
774,1400000,MAZOWIECKIE,2013,20-24,
775,1600000,OPOLSKIE,2013,20-24,
776,1800000,PODKARPACKIE,2013,20-24,
777,2000000,PODLASKIE,2013,20-24,
778,2200000,POMORSKIE,2013,20-24,
779,2400000,ŚLĄSKIE,2013,20-24,
780,2600000,ŚWIĘTOKRZYSKIE,2013,20-24,
781,2800000,WARMIŃSKO-MAZURSKIE,2013,20-24,
782,3000000,WIELKOPOLSKIE,2013,20-24,
783,3200000,ZACHODNIOPOMORSKIE,2013,20-24,
784,200000,DOLNOŚLĄSKIE,2014,20-24,
785,400000,KUJAWSKO-POMORSKIE,2014,20-24,
786,600000,LUBELSKIE,2014,20-24,
787,800000,LUBUSKIE,2014,20-24,
788,1000000,ŁÓDZKIE,2014,20-24,
789,1200000,MAŁOPOLSKIE,2014,20-24,
790,1400000,MAZOWIECKIE,2014,20-24,
791,1600000,OPOLSKIE,2014,20-24,
792,1800000,PODKARPACKIE,2014,20-24,
793,2000000,PODLASKIE,2014,20-24,
794,2200000,POMORSKIE,2014,20-24,
795,2400000,ŚLĄSKIE,2014,20-24,
796,2600000,ŚWIĘTOKRZYSKIE,2014,20-24,
797,2800000,WARMIŃSKO-MAZURSKIE,2014,20-24,
798,3000000,WIELKOPOLSKIE,2014,20-24,
799,3200000,ZACHODNIOPOMORSKIE,2014,20-24,
800,200000,DOLNOŚLĄSKIE,2015,20-24,
801,400000,KUJAWSKO-POMORSKIE,2015,20-24,
802,600000,LUBELSKIE,2015,20-24,
803,800000,LUBUSKIE,2015,20-24,
804,1000000,ŁÓDZKIE,2015,20-24,
805,1200000,MAŁOPOLSKIE,2015,20-24,
806,1400000,MAZOWIECKIE,2015,20-24,
807,1600000,OPOLSKIE,2015,20-24,
808,1800000,PODKARPACKIE,2015,20-24,
809,2000000,PODLASKIE,2015,20-24,
810,2200000,POMORSKIE,2015,20-24,
811,2400000,ŚLĄSKIE,2015,20-24,
812,2600000,ŚWIĘTOKRZYSKIE,2015,20-24,
813,2800000,WARMIŃSKO-MAZURSKIE,2015,20-24,
814,3000000,WIELKOPOLSKIE,2015,20-24,
815,3200000,ZACHODNIOPOMORSKIE,2015,20-24,
816,200000,DOLNOŚLĄSKIE,2016,20-24,
817,400000,KUJAWSKO-POMORSKIE,2016,20-24,
818,600000,LUBELSKIE,2016,20-24,
819,800000,LUBUSKIE,2016,20-24,
820,1000000,ŁÓDZKIE,2016,20-24,
821,1200000,MAŁOPOLSKIE,2016,20-24,
822,1400000,MAZOWIECKIE,2016,20-24,
823,1600000,OPOLSKIE,2016,20-24,
824,1800000,PODKARPACKIE,2016,20-24,
825,2000000,PODLASKIE,2016,20-24,
826,2200000,POMORSKIE,2016,20-24,
827,2400000,ŚLĄSKIE,2016,20-24,
828,2600000,ŚWIĘTOKRZYSKIE,2016,20-24,
829,2800000,WARMIŃSKO-MAZURSKIE,2016,20-24,
830,3000000,WIELKOPOLSKIE,2016,20-24,
831,3200000,ZACHODNIOPOMORSKIE,2016,20-24,
832,200000,DOLNOŚLĄSKIE,2017,20-24,
833,400000,KUJAWSKO-POMORSKIE,2017,20-24,
834,600000,LUBELSKIE,2017,20-24,
835,800000,LUBUSKIE,2017,20-24,
836,1000000,ŁÓDZKIE,2017,20-24,
837,1200000,MAŁOPOLSKIE,2017,20-24,
838,1400000,MAZOWIECKIE,2017,20-24,
839,1600000,OPOLSKIE,2017,20-24,
840,1800000,PODKARPACKIE,2017,20-24,
841,2000000,PODLASKIE,2017,20-24,
842,2200000,POMORSKIE,2017,20-24,
843,2400000,ŚLĄSKIE,2017,20-24,
844,2600000,ŚWIĘTOKRZYSKIE,2017,20-24,
845,2800000,WARMIŃSKO-MAZURSKIE,2017,20-24,
846,3000000,WIELKOPOLSKIE,2017,20-24,
847,3200000,ZACHODNIOPOMORSKIE,2017,20-24,
848,200000,DOLNOŚLĄSKIE,2018,20-24,
849,400000,KUJAWSKO-POMORSKIE,2018,20-24,
850,600000,LUBELSKIE,2018,20-24,
851,800000,LUBUSKIE,2018,20-24,
852,1000000,ŁÓDZKIE,2018,20-24,
853,1200000,MAŁOPOLSKIE,2018,20-24,
854,1400000,MAZOWIECKIE,2018,20-24,
855,1600000,OPOLSKIE,2018,20-24,
856,1800000,PODKARPACKIE,2018,20-24,
857,2000000,PODLASKIE,2018,20-24,
858,2200000,POMORSKIE,2018,20-24,
859,2400000,ŚLĄSKIE,2018,20-24,
860,2600000,ŚWIĘTOKRZYSKIE,2018,20-24,
861,2800000,WARMIŃSKO-MAZURSKIE,2018,20-24,
862,3000000,WIELKOPOLSKIE,2018,20-24,
863,3200000,ZACHODNIOPOMORSKIE,2018,20-24,
864,200000,DOLNOŚLĄSKIE,2019,20-24,62.1
865,400000,KUJAWSKO-POMORSKIE,2019,20-24,64.7
866,600000,LUBELSKIE,2019,20-24,54.2
867,800000,LUBUSKIE,2019,20-24,55.1
868,1000000,ŁÓDZKIE,2019,20-24,59.3
869,1200000,MAŁOPOLSKIE,2019,20-24,61.7
870,1400000,MAZOWIECKIE,2019,20-24,62.5
871,1600000,OPOLSKIE,2019,20-24,57.8
872,1800000,PODKARPACKIE,2019,20-24,50.9
873,2000000,PODLASKIE,2019,20-24,57.6
874,2200000,POMORSKIE,2019,20-24,62.9
875,2400000,ŚLĄSKIE,2019,20-24,64.2
876,2600000,ŚWIĘTOKRZYSKIE,2019,20-24,52.5
877,2800000,WARMIŃSKO-MAZURSKIE,2019,20-24,55.1
878,3000000,WIELKOPOLSKIE,2019,20-24,69.7
879,3200000,ZACHODNIOPOMORSKIE,2019,20-24,53.8
880,200000,DOLNOŚLĄSKIE,2020,20-24,59.9
881,400000,KUJAWSKO-POMORSKIE,2020,20-24,55.4
882,600000,LUBELSKIE,2020,20-24,51.4
883,800000,LUBUSKIE,2020,20-24,52.1
884,1000000,ŁÓDZKIE,2020,20-24,59.8
885,1200000,MAŁOPOLSKIE,2020,20-24,52.7
886,1400000,MAZOWIECKIE,2020,20-24,58.4
887,1600000,OPOLSKIE,2020,20-24,53.3
888,1800000,PODKARPACKIE,2020,20-24,43.6
889,2000000,PODLASKIE,2020,20-24,52.5
890,2200000,POMORSKIE,2020,20-24,60.2
891,2400000,ŚLĄSKIE,2020,20-24,55.9
892,2600000,ŚWIĘTOKRZYSKIE,2020,20-24,53.4
893,2800000,WARMIŃSKO-MAZURSKIE,2020,20-24,48.5
894,3000000,WIELKOPOLSKIE,2020,20-24,60.0
895,3200000,ZACHODNIOPOMORSKIE,2020,20-24,48.1
896,200000,DOLNOŚLĄSKIE,2021,20-24,60.0
897,400000,KUJAWSKO-POMORSKIE,2021,20-24,57.4
898,600000,LUBELSKIE,2021,20-24,52.0
899,800000,LUBUSKIE,2021,20-24,50.0
900,1000000,ŁÓDZKIE,2021,20-24,58.3
901,1200000,MAŁOPOLSKIE,2021,20-24,50.0
902,1400000,MAZOWIECKIE,2021,20-24,57.6
903,1600000,OPOLSKIE,2021,20-24,62.5
904,1800000,PODKARPACKIE,2021,20-24,44.3
905,2000000,PODLASKIE,2021,20-24,47.3
906,2200000,POMORSKIE,2021,20-24,53.8
907,2400000,ŚLĄSKIE,2021,20-24,54.7
908,2600000,ŚWIĘTOKRZYSKIE,2021,20-24,52.8
909,2800000,WARMIŃSKO-MAZURSKIE,2021,20-24,50.0
910,3000000,WIELKOPOLSKIE,2021,20-24,64.5
911,3200000,ZACHODNIOPOMORSKIE,2021,20-24,50.0
912,200000,DOLNOŚLĄSKIE,2022,20-24,62.8
913,400000,KUJAWSKO-POMORSKIE,2022,20-24,59.3
914,600000,LUBELSKIE,2022,20-24,57.4
915,800000,LUBUSKIE,2022,20-24,52.3
916,1000000,ŁÓDZKIE,2022,20-24,64.3
917,1200000,MAŁOPOLSKIE,2022,20-24,51.5
918,1400000,MAZOWIECKIE,2022,20-24,59.8
919,1600000,OPOLSKIE,2022,20-24,50.0
920,1800000,PODKARPACKIE,2022,20-24,44.8
921,2000000,PODLASKIE,2022,20-24,50.0
922,2200000,POMORSKIE,2022,20-24,51.8
923,2400000,ŚLĄSKIE,2022,20-24,57.3
924,2600000,ŚWIĘTOKRZYSKIE,2022,20-24,56.0
925,2800000,WARMIŃSKO-MAZURSKIE,2022,20-24,52.5
926,3000000,WIELKOPOLSKIE,2022,20-24,60.6
927,3200000,ZACHODNIOPOMORSKIE,2022,20-24,52.1
928,200000,DOLNOŚLĄSKIE,2023,20-24,71.8
929,400000,KUJAWSKO-POMORSKIE,2023,20-24,55.6
930,600000,LUBELSKIE,2023,20-24,61.3
931,800000,LUBUSKIE,2023,20-24,53.5
932,1000000,ŁÓDZKIE,2023,20-24,66.9
933,1200000,MAŁOPOLSKIE,2023,20-24,53.6
934,1400000,MAZOWIECKIE,2023,20-24,60.3
935,1600000,OPOLSKIE,2023,20-24,64.1
936,1800000,PODKARPACKIE,2023,20-24,46.4
937,2000000,PODLASKIE,2023,20-24,48.1
938,2200000,POMORSKIE,2023,20-24,48.2
939,2400000,ŚLĄSKIE,2023,20-24,61.4
940,2600000,ŚWIĘTOKRZYSKIE,2023,20-24,54.0
941,2800000,WARMIŃSKO-MAZURSKIE,2023,20-24,57.1
942,3000000,WIELKOPOLSKIE,2023,20-24,63.2
943,3200000,ZACHODNIOPOMORSKIE,2023,20-24,58.1
944,200000,DOLNOŚLĄSKIE,2024,20-24,68.3
945,400000,KUJAWSKO-POMORSKIE,2024,20-24,65.2
946,600000,LUBELSKIE,2024,20-24,60.0
947,800000,LUBUSKIE,2024,20-24,62.5
948,1000000,ŁÓDZKIE,2024,20-24,65.7
949,1200000,MAŁOPOLSKIE,2024,20-24,54.6
950,1400000,MAZOWIECKIE,2024,20-24,62.3
951,1600000,OPOLSKIE,2024,20-24,62.9
952,1800000,PODKARPACKIE,2024,20-24,44.4
953,2000000,PODLASKIE,2024,20-24,49.0
954,2200000,POMORSKIE,2024,20-24,53.1
955,2400000,ŚLĄSKIE,2024,20-24,57.4
956,2600000,ŚWIĘTOKRZYSKIE,2024,20-24,59.2
957,2800000,WARMIŃSKO-MAZURSKIE,2024,20-24,55.4
958,3000000,WIELKOPOLSKIE,2024,20-24,63.9
959,3200000,ZACHODNIOPOMORSKIE,2024,20-24,59.7
960,200000,DOLNOŚLĄSKIE,2010,20-64,
961,400000,KUJAWSKO-POMORSKIE,2010,20-64,
962,600000,LUBELSKIE,2010,20-64,
963,800000,LUBUSKIE,2010,20-64,
964,1000000,ŁÓDZKIE,2010,20-64,
965,1200000,MAŁOPOLSKIE,2010,20-64,
966,1400000,MAZOWIECKIE,2010,20-64,
967,1600000,OPOLSKIE,2010,20-64,
968,1800000,PODKARPACKIE,2010,20-64,
969,2000000,PODLASKIE,2010,20-64,
970,2200000,POMORSKIE,2010,20-64,
971,2400000,ŚLĄSKIE,2010,20-64,
972,2600000,ŚWIĘTOKRZYSKIE,2010,20-64,
973,2800000,WARMIŃSKO-MAZURSKIE,2010,20-64,
974,3000000,WIELKOPOLSKIE,2010,20-64,
975,3200000,ZACHODNIOPOMORSKIE,2010,20-64,
976,200000,DOLNOŚLĄSKIE,2011,20-64,
977,400000,KUJAWSKO-POMORSKIE,2011,20-64,
978,600000,LUBELSKIE,2011,20-64,
979,800000,LUBUSKIE,2011,20-64,
980,1000000,ŁÓDZKIE,2011,20-64,
981,1200000,MAŁOPOLSKIE,2011,20-64,
982,1400000,MAZOWIECKIE,2011,20-64,
983,1600000,OPOLSKIE,2011,20-64,
984,1800000,PODKARPACKIE,2011,20-64,
985,2000000,PODLASKIE,2011,20-64,
986,2200000,POMORSKIE,2011,20-64,
987,2400000,ŚLĄSKIE,2011,20-64,
988,2600000,ŚWIĘTOKRZYSKIE,2011,20-64,
989,2800000,WARMIŃSKO-MAZURSKIE,2011,20-64,
990,3000000,WIELKOPOLSKIE,2011,20-64,
991,3200000,ZACHODNIOPOMORSKIE,2011,20-64,
992,200000,DOLNOŚLĄSKIE,2012,20-64,
993,400000,KUJAWSKO-POMORSKIE,2012,20-64,
994,600000,LUBELSKIE,2012,20-64,
995,800000,LUBUSKIE,2012,20-64,
996,1000000,ŁÓDZKIE,2012,20-64,
997,1200000,MAŁOPOLSKIE,2012,20-64,
998,1400000,MAZOWIECKIE,2012,20-64,
999,1600000,OPOLSKIE,2012,20-64,
1000,1800000,PODKARPACKIE,2012,20-64,
1001,2000000,PODLASKIE,2012,20-64,
1002,2200000,POMORSKIE,2012,20-64,
1003,2400000,ŚLĄSKIE,2012,20-64,
1004,2600000,ŚWIĘTOKRZYSKIE,2012,20-64,
1005,2800000,WARMIŃSKO-MAZURSKIE,2012,20-64,
1006,3000000,WIELKOPOLSKIE,2012,20-64,
1007,3200000,ZACHODNIOPOMORSKIE,2012,20-64,
1008,200000,DOLNOŚLĄSKIE,2013,20-64,
